Index,Property,Unit,Sq Ft,Bed Rooms,Program,Contract No.,Market Rent,Gross Rent,Contract Rent,RD Basic Rent,Subsidy,Tenant Rent,Utility Allowance,Optional Charges,TTP,Utility Reim.
896,Knickerbocker Commons Associates L.P. (knickcom),5F      ,754,2,,,1732,0,0,0,0,0,0,0,0,0
897,Knickerbocker Commons Associates L.P. (knickcom),803-COMM,4957,0,,,4955,0,0,0,0,0,0,0,0,0
898,Linden Central Associates LP (lindenct),1A      ,0,2,Tax Credit,,965.49,1042.79,0,0,229.79,755,58,0,813,0
899,Linden Central Associates LP (lindenct),1B      ,0,1,Tax Credit,,610.22,819.44,0,0,282.44,480,57,0,537,0
900,Linden Central Associates LP (lindenct),1C      ,0,2,Tax Credit,,961.74,1038.79,0,0,0,980.79,58,0,1038.79,0
901,Linden Central Associates LP (lindenct),1D      ,0,1,Tax Credit,,793,850,0,0,0,793,57,0,850,0
902,Linden Central Associates LP (lindenct),1E      ,0,1,Tax Credit,,801.38,1020.17,0,0,0,963.17,57,0,1020.17,0
903,Linden Central Associates LP (lindenct),1F      ,0,3,,,0,0,0,0,0,0,74,0,0,0
904,Linden Central Associates LP (lindenct),1G      ,0,2,Tax Credit,,864.38,922.38,0,0,0,864.38,58,0,922.38,0
905,Linden Central Associates LP (lindenct),1H      ,0,3,Tax Credit,,920.73,1014.14,0,0,0,939.14,75,0,1014.14,0
906,Linden Central Associates LP (lindenct),2A      ,0,2,Tax Credit,,965.5,1043.01,0,0,327.61,657.4,58,0,715.4,0
907,Linden Central Associates LP (lindenct),2B      ,0,2,Tax Credit,,791.58,849.58,0,0,0,791.58,58,0,849.58,0
908,Linden Central Associates LP (lindenct),2C      ,0,2,Tax Credit,,834.7,909.39,0,0,0,851.39,58,0,909.39,0
909,Linden Central Associates LP (lindenct),2D      ,0,2,Tax Credit,,1003.89,1081.96,0,0,0,1023.96,58,0,1081.96,0
910,Linden Central Associates LP (lindenct),2E      ,0,2,Tax Credit,,1057.22,1115.22,0,0,0,1057.22,58,0,1115.22,0
911,Linden Central Associates LP (lindenct),2F      ,0,3,Tax Credit,,1111.97,1258.35,0,0,71.38,1111.97,75,0,1186.97,0
912,Linden Central Associates LP (lindenct),2G      ,0,2,Tax Credit,,635.65,852.21,0,0,120.42,673.79,58,0,731.79,0
913,Linden Central Associates LP (lindenct),2H      ,0,3,Tax Credit,,939.71,996.29,0,0,0,921.29,75,0,996.29,0
914,Linden Central Associates LP (lindenct),3A      ,0,2,Tax Credit,,768.3,826.3,0,0,0,768.3,58,0,826.3,0
915,Linden Central Associates LP (lindenct),3B      ,0,2,Tax Credit,,1076.41,1134.41,0,0,931.41,145,58,0,203,0
916,Linden Central Associates LP (lindenct),3C      ,0,2,Tax Credit,,1059.13,1138.31,0,0,0,1080.31,58,0,1138.31,0
917,Linden Central Associates LP (lindenct),3D      ,0,2,Tax Credit,,1027.24,1070.03,0,0,864.03,148,58,0,206,0
918,Linden Central Associates LP (lindenct),3E      ,0,2,Tax Credit,,926.28,1002.81,0,0,0,944.81,58,0,1002.81,0
919,Linden Central Associates LP (lindenct),3F      ,0,3,Tax Credit,,903.23,996.29,0,0,0,921.29,75,0,996.29,0
920,Linden Central Associates LP (lindenct),3G      ,0,2,Tax Credit,,778.64,852.21,0,0,0,794.21,58,0,852.21,0
921,Linden Central Associates LP (lindenct),3H      ,0,3,Tax Credit,,1297.73,1353,0,0,0,1278,75,0,1353,0
922,Linden Central Associates LP (lindenct),4A      ,0,2,Tax Credit,,778.64,852.21,0,0,0,794.21,58,0,852.21,0
923,Linden Central Associates LP (lindenct),4B      ,0,2,Tax Credit,,778.64,819.64,0,0,0,778.64,41,0,819.64,0
924,Linden Central Associates LP (lindenct),4C      ,0,2,Tax Credit,,710.12,965.28,0,0,0,907.28,58,0,965.28,0
925,Linden Central Associates LP (lindenct),4D      ,0,2,Tax Credit,,1025,1105.13,0,0,0,1047.13,58,0,1105.13,0
926,Linden Central Associates LP (lindenct),4E      ,0,2,Tax Credit,,879.91,937.91,0,0,0,879.91,58,0,937.91,0
927,Linden Central Associates LP (lindenct),4F      ,0,3,Tax Credit,,870.13,962.53,0,0,0,887.53,75,0,962.53,0
928,Linden Central Associates LP (lindenct),4G      ,0,2,Tax Credit,,731.11,725.87,0,0,0,667.87,58,0,725.87,0
929,Linden Central Associates LP (lindenct),4H      ,0,3,Tax Credit,,1134.2,1165.96,0,0,0,1111.96,54,0,1165.96,0
930,Linden Central Associates LP (lindenct),5A      ,0,2,Tax Credit,,778.64,1129.93,0,0,277.72,794.21,58,0,852.21,0
931,Linden Central Associates LP (lindenct),5B      ,0,2,Tax Credit,,778.64,852.21,0,0,0,794.21,58,0,852.21,0
932,Linden Central Associates LP (lindenct),5C      ,0,2,Tax Credit,,778.64,995.2,0,0,142.99,794.21,58,0,852.21,0
933,Linden Central Associates LP (lindenct),5D      ,0,2,Tax Credit,,862.91,938.17,0,0,0,880.17,58,0,938.17,0
934,Linden Central Associates LP (lindenct),5E      ,0,2,Tax Credit,,928.01,986.01,0,0,0,928.01,58,0,986.01,0
935,Linden Central Associates LP (lindenct),5F      ,0,3,Tax Credit,,1130.33,1163.34,0,0,524.34,564,75,0,639,0
936,Linden Central Associates LP (lindenct),5G      ,0,2,Tax Credit,,980.62,1038.62,0,0,0,980.62,58,0,1038.62,0
937,Linden Central Associates LP (lindenct),5H      ,0,3,Tax Credit,,1190.14,1265.14,0,0,0,1190.14,75,0,1265.14,0
938,Melrose Street Apartments L.P. (melrose),1A      ,629,1,Tax Credit,,389.79,604.05,0,0,112.53,407.52,84,0,491.52,0
939,Melrose Street Apartments L.P. (melrose),1B      ,831,2,Tax Credit,,666.23,1159.13,630,0,0,1049.13,110,0,1159.13,0
940,Melrose Street Apartments L.P. (melrose),1C      ,1019,3,Tax Credit,,875.71,1074.47,0,0,0,959.47,115,0,1074.47,0
941,Melrose Street Apartments L.P. (melrose),1D      ,1007,3,Tax Credit,,845.72,1041.61,0,0,0,926.61,115,0,1041.61,0
942,Melrose Street Apartments L.P. (melrose),1E      ,748,2,Tax Credit,,462.46,605.58,350,0,0,495.58,110,0,605.58,0
943,Melrose Street Apartments L.P. (melrose),1F      ,620,1,Tax Credit,,570.46,847.78,0,0,0,763.78,84,0,847.78,0
944,Melrose Street Apartments L.P. (melrose),2A      ,629,1,Tax Credit,,357.41,521.35,0,0,8.43,440.92,72,0,512.92,0
945,Melrose Street Apartments L.P. (melrose),2B      ,831,2,Tax Credit,,348,1985.91,0,0,785.66,1090.25,110,0,1200.25,0
946,Melrose Street Apartments L.P. (melrose),2C      ,1019,3,Tax Credit,,909.6,1091.84,0,0,0,955.84,136,0,1091.84,0
947,Melrose Street Apartments L.P. (melrose),2D      ,1007,3,Tax Credit,,771.98,1117.4,0,0,0,981.4,136,0,1117.4,0
948,Melrose Street Apartments L.P. (melrose),2E      ,748,2,Tax Credit,,814.28,1159.87,0,0,0,1049.87,110,0,1159.87,0
949,Melrose Street Apartments L.P. (melrose),2F      ,748,2,Tax Credit,,390.64,537.93,0,0,0,444.93,93,0,537.93,0
950,Melrose Street Apartments L.P. (melrose),2G      ,1048,3,,,2228,0,0,0,0,0,0,0,0,0
951,Melrose Street Apartments L.P. (melrose),2H      ,1019,3,Tax Credit,,771.98,1124.81,0,0,0,988.81,136,0,1124.81,0
952,Melrose Street Apartments L.P. (melrose),3A      ,629,1,Tax Credit,,960.07,1665.74,0,0,573.07,1008.67,84,0,1092.67,0
953,Melrose Street Apartments L.P. (melrose),3B      ,831,2,Tax Credit,,784.99,951.22,0,0,0,841.22,110,0,951.22,0
954,Melrose Street Apartments L.P. (melrose),3C      ,1019,3,Tax Credit,,1136.53,1291.65,0,0,0,1176.65,115,0,1291.65,0
955,Melrose Street Apartments L.P. (melrose),3D      ,1007,3,Tax Credit,,1037.4,1251.64,0,0,0,1136.64,115,0,1251.64,0
956,Melrose Street Apartments L.P. (melrose),3E      ,748,2,Tax Credit,,260,1083,0,0,899,91,93,0,184,0
957,Melrose Street Apartments L.P. (melrose),3F      ,748,2,Tax Credit,,860.51,1122.34,0,0,0,1012.34,110,0,1122.34,0
958,Melrose Street Apartments L.P. (melrose),3G      ,1048,3,Tax Credit,,771.98,1128.92,0,0,0,992.92,136,0,1128.92,0
959,Melrose Street Apartments L.P. (melrose),3H      ,1019,3,Tax Credit,,1093.09,1321.98,0,0,0,1185.98,136,0,1321.98,0
960,Melrose Street Apartments L.P. (melrose),4A      ,629,1,Tax Credit,,426,525.02,0,0,0,441.02,84,0,525.02,0
961,Melrose Street Apartments L.P. (melrose),4B      ,831,2,Tax Credit,,887.55,1082.46,0,0,0,972.46,110,0,1082.46,0
962,Melrose Street Apartments L.P. (melrose),4C      ,1019,3,Tax Credit,,1359,1592.35,0,0,704,752.35,136,0,888.35,0
963,Melrose Street Apartments L.P. (melrose),4D      ,1007,3,Tax Credit,,1081.55,1326.9,0,0,181.55,1009.35,136,0,1145.35,0
964,Melrose Street Apartments L.P. (melrose),4E      ,748,2,Tax Credit,,814.28,1341.97,0,0,0,1231.97,110,0,1341.97,0
965,Melrose Street Apartments L.P. (melrose),4F      ,748,2,Tax Credit,,1036.05,2732.76,0,0,1221.29,1401.47,110,0,1511.47,0
966,Melrose Street Apartments L.P. (melrose),4G      ,1048,3,Tax Credit,,951.75,1379.26,0,0,0,1243.26,136,0,1379.26,0
967,Melrose Street Apartments L.P. (melrose),4H      ,1019,3,Tax Credit,,1243.27,1358.27,0,0,0,1243.27,115,0,1358.27,0
968,Melrose Street Apartments L.P. (melrose),5D      ,767,2,Tax Credit,,753.23,923.27,0,0,0,813.27,110,0,923.27,0
969,Melrose Street Apartments L.P. (melrose),5E      ,748,2,Tax Credit,,982.53,1137.23,0,0,63.97,963.26,110,0,1073.26,0
970,Melrose Street Apartments L.P. (melrose),5F      ,748,2,Tax Credit,,814.28,1113.64,0,0,0,1003.64,110,0,1113.64,0
971,Melrose Street Apartments L.P. (melrose),5G      ,809,2,Tax Credit,,814.28,1146.94,0,0,0,1036.94,110,0,1146.94,0
972,Melrose Street Apartments L.P. (melrose),6D      ,767,2,Tax Credit,,814.28,1173.87,0,0,0,1063.87,110,0,1173.87,0
973,Melrose Street Apartments L.P. (melrose),6E      ,748,2,Tax Credit,,907.52,1134.04,0,0,0,1024.04,110,0,1134.04,0
974,Melrose Street Apartments L.P. (melrose),6F      ,748,2,Tax Credit,,742.64,966.82,0,0,0,856.82,110,0,966.82,0
975,Melrose Street Apartments L.P. (melrose),6G      ,809,2,Tax Credit,,471.1,581.7,0,0,0,471.7,110,0,581.7,0
976,Melrose Street Apartments L.P. (melrose),ROOFTOP ,0,,,,0,0,0,0,0,0,0,0,0,0
977,Melrose SPI HDFC (melspi),239-1   ,0,2,Tax Credit,,1732,1453,0,0,937,423,93,0,516,0
978,Melrose SPI HDFC (melspi),239-2   ,0,3,Tax Credit,,2228,2546,0,0,1894,559,93,0,652,0
979,Melrose SPI HDFC (melspi),239-3   ,0,3,Tax Credit,,2228,2303.36,0,0,1750,478.36,75,0,553.36,0
980,Melrose SPI HDFC (melspi),239-4   ,0,3,Tax Credit,,2228,1247,0,0,0,1172,75,0,1247,0
981,Melrose SPI HDFC (melspi),348-1   ,0,2,Tax Credit,,787.91,882.91,0,0,37,787.91,58,0,845.91,0
982,Melrose SPI HDFC (melspi),348-2   ,0,3,Tax Credit,,2228,1197,0,0,0,1172,25,0,1197,0
983,Melrose SPI HDFC (melspi),348-3   ,0,3,Tax Credit,,2228,2303,0,0,1681,547,75,0,547,0
984,Melrose SPI HDFC (melspi),348-4   ,0,3,Tax Credit,,999.02,1073.02,0,0,0,999.02,74,0,1073.02,0
985,"Mennonite United Revival Apts, L.P. (menn)",1A      ,450,0,,,845,887.78,0,0,0,887.78,44,0,0,0
986,"Mennonite United Revival Apts, L.P. (menn)",1B      ,450,0,,,694,0,0,0,0,0,68,0,0,0
987,"Mennonite United Revival Apts, L.P. (menn)",1C      ,600,1,Tax Credit,,1496,1579,0,0,1309,187,83,0,270,0
988,"Mennonite United Revival Apts, L.P. (menn)",1D      ,1034,3,Tax Credit,,2228,2323,0,0,1887,341,95,0,436,0
989,"Mennonite United Revival Apts, L.P. (menn)",1E      ,750,2,,,0,0,0,0,0,0,0,0,0,0
990,"Mennonite United Revival Apts, L.P. (menn)",1F      ,450,0,Tax Credit,,0,878.7,0,0,0,808.7,70,0,878.7,0
991,"Mennonite United Revival Apts, L.P. (menn)",2A      ,614,1,,,707.94,0,0,0,0,0,72,0,0,0
992,"Mennonite United Revival Apts, L.P. (menn)",2B      ,765,2,Tax Credit,,1732,1808,0,0,1659,73,76,0,149,0
993,"Mennonite United Revival Apts, L.P. (menn)",2C      ,784,2,Tax Credit,,1732,1808,0,0,1245,487,76,0,563,0
994,"Mennonite United Revival Apts, L.P. (menn)",2D      ,0,2,Tax Credit,,1032.22,1121.12,0,0,0,1045.12,76,0,1121.12,0
995,"Mennonite United Revival Apts, L.P. (menn)",2E      ,0,2,Tax Credit,,1050.1,1147.1,0,0,0,1071.1,76,0,1147.1,0
996,"Mennonite United Revival Apts, L.P. (menn)",2F      ,0,3,Tax Credit,,2228,2668,0,0,1714,859,95,0,954,0
997,"Mennonite United Revival Apts, L.P. (menn)",3A      ,0,1,Tax Credit,,867.21,956.55,0,0,0,884.55,72,0,956.55,0
998,"Mennonite United Revival Apts, L.P. (menn)",3B      ,0,2,Tax Credit,,875.11,975.99,0,0,0,896.99,79,0,975.99,0
999,"Mennonite United Revival Apts, L.P. (menn)",3C      ,0,2,Tax Credit,,1732,1808,0,0,1585,147,76,0,223,0
1000,"Mennonite United Revival Apts, L.P. (menn)",3D      ,0,2,Tax Credit,,1032.22,1128.86,0,0,0,1052.86,76,0,1128.86,0
1001,"Mennonite United Revival Apts, L.P. (menn)",3E      ,0,2,Tax Credit,,1032.22,1108.22,0,0,0,1032.22,76,0,1108.22,0
1002,"Mennonite United Revival Apts, L.P. (menn)",3F      ,0,3,Tax Credit,,2228,1988.68,0,0,1529.68,364,95,0,459,0
1003,"Mennonite United Revival Apts, L.P. (menn)",4A      ,0,0,Tax Credit,,867.21,956.55,0,0,0,884.55,72,0,956.55,0
1004,"Mennonite United Revival Apts, L.P. (menn)",4B      ,0,2,Tax Credit,,1050.1,1147.1,0,0,0,1071.1,76,0,1147.1,0
1005,"Mennonite United Revival Apts, L.P. (menn)",4C      ,0,2,Tax Credit,,1732,1616.22,0,0,1196.22,344,76,0,420,0
1006,"Mennonite United Revival Apts, L.P. (menn)",4D      ,0,2,Tax Credit,,1050.1,1173.88,0,0,0,1097.88,76,0,1173.88,0
1007,"Mennonite United Revival Apts, L.P. (menn)",4E      ,0,2,Tax Credit,,1050.1,1147.1,0,0,0,1071.1,76,0,1147.1,0
1008,"Mennonite United Revival Apts, L.P. (menn)",4F      ,0,3,Tax Credit,,1207.31,1304.31,0,0,909.31,298,97,0,395,0
1009,Joe RB Noll Street LLC. (noll1),1A-N    ,633,1,Tax Credit,,608.66,769.16,0,0,0,710.16,59,0,769.16,0
1010,Joe RB Noll Street LLC. (noll1),1B-N    ,633,1,Tax Credit,,947.15,1049.24,0,0,0,990.24,59,0,1049.24,0
1011,Joe RB Noll Street LLC. (noll1),1C-N    ,835,2,Tax Credit,,922.79,1203.5,0,0,0,1093.5,110,0,1203.5,0
1012,Joe RB Noll Street LLC. (noll1),1D-N    ,0,3,Tax Credit,,422,1174.75,0,0,336.75,761,77,0,838,0
1013,Joe RB Noll Street LLC. (noll1),1E-N    ,998,3,Tax Credit,,419,1119.96,0,0,790.96,193,136,0,329,0
1014,Joe RB Noll Street LLC. (noll1),1F-N    ,800,2,Tax Credit,,1009,1228.19,0,0,0,1168.19,60,0,1228.19,0
1015,Joe RB Noll Street LLC. (noll1),1G-N    ,600,1,Tax Credit,,355.2,568.16,0,0,104.58,404.58,59,0,463.58,0
1016,Joe RB Noll Street LLC. (noll1),1J-N    ,610,1,Tax Credit,,931,1030.13,0,0,0,971.13,59,0,1030.13,0
1017,Joe RB Noll Street LLC. (noll1),1K-N    ,605,1,Tax Credit,,330.74,457.75,0,0,0,398.75,59,0,457.75,0
1018,Joe RB Noll Street LLC. (noll1),1L-N    ,610,1,Tax Credit,,418.84,503.84,0,0,0,418.84,85,0,503.84,0
1019,Joe RB Noll Street LLC. (noll1),2A-N    ,830,2,Tax Credit,,430.26,600.32,0,0,0,507.32,93,0,600.32,0
1020,Joe RB Noll Street LLC. (noll1),2B-N    ,835,2,Tax Credit,,731.18,976.43,0,0,0,866.43,110,0,976.43,0
1021,Joe RB Noll Street LLC. (noll1),2C-N    ,835,2,Tax Credit,,90,1112.53,0,0,878.53,174,60,0,234,0
1022,Joe RB Noll Street LLC. (noll1),2D-N    ,998,3,Tax Credit,,1191.58,1330.41,0,0,0,1215.41,115,0,1330.41,0
1023,Joe RB Noll Street LLC. (noll1),2E-N    ,998,3,Tax Credit,,853.9,1128.37,0,0,0,992.37,136,0,1128.37,0
1024,Joe RB Noll Street LLC. (noll1),2F-N    ,800,2,Tax Credit,,540,608.8,0,0,0,550.8,58,0,608.8,0
1025,Joe RB Noll Street LLC. (noll1),2G-N    ,800,2,Tax Credit,,831,1102.01,0,0,0,992.01,110,0,1102.01,0
1026,Joe RB Noll Street LLC. (noll1),2H-N    ,645,1,Tax Credit,,693.12,958.91,0,0,0,886.91,72,0,958.91,0
1027,Joe RB Noll Street LLC. (noll1),2J-N    ,998,3,Tax Credit,,1157.99,1305.05,0,0,0,1190.05,115,0,1305.05,0
1028,Joe RB Noll Street LLC. (noll1),2K-N    ,998,3,Tax Credit,,555.85,640.96,0,0,0,566.96,74,0,640.96,0
1029,Joe RB Noll Street LLC. (noll1),3A-N    ,830,2,Tax Credit,,888.76,1135.66,0,0,0,1042.66,93,0,1135.66,0
1030,Joe RB Noll Street LLC. (noll1),3B-N    ,835,2,Tax Credit,,731.18,987.46,0,0,0,894.46,93,0,987.46,0
1031,Joe RB Noll Street LLC. (noll1),3C-N    ,835,2,Tax Credit,,1183,1320.72,0,0,0,1227.72,93,0,1320.72,0
1032,Joe RB Noll Street LLC. (noll1),3D-N    ,998,3,Tax Credit,,1067.08,1330.42,0,0,0,1215.42,115,0,1330.42,0
1033,Joe RB Noll Street LLC. (noll1),3E-N    ,998,3,Tax Credit,,1067.08,1348.65,0,0,0,1233.65,115,0,1348.65,0
1034,Joe RB Noll Street LLC. (noll1),3F-N    ,800,2,Tax Credit,,730.12,983.72,0,0,0,873.72,110,0,983.72,0
1035,Joe RB Noll Street LLC. (noll1),3G-N    ,800,2,Tax Credit,,1123,1238.46,0,0,0,1145.46,93,0,1238.46,0
1036,Joe RB Noll Street LLC. (noll1),3H-N    ,645,1,Tax Credit,,885.2,1103.99,0,0,0,1031.99,72,0,1103.99,0
1037,Joe RB Noll Street LLC. (noll1),3J-N    ,929.34,3,Tax Credit,,180,1072.4,0,0,802.4,155,115,0,270,0
1038,Joe RB Noll Street LLC. (noll1),3K-N    ,998,3,Tax Credit,,926.59,1196.79,0,0,0,1081.79,115,0,1196.79,0
1039,Joe RB Noll Street LLC. (noll1),4A-N    ,830,2,Tax Credit,,703.18,970.89,0,0,0,877.89,93,0,970.89,0
1040,Joe RB Noll Street LLC. (noll1),4B-N    ,835,2,Tax Credit,,889.24,1194.38,0,0,0,1101.38,93,0,1194.38,0
1041,Joe RB Noll Street LLC. (noll1),4C-N    ,835,2,Tax Credit,,999.23,1119.9,0,0,0,1026.9,93,0,1119.9,0
1042,Joe RB Noll Street LLC. (noll1),4D-N    ,998,3,Tax Credit,,497.75,696.11,0,0,0,581.11,115,0,696.11,0
1043,Joe RB Noll Street LLC. (noll1),4E-N    ,998,3,Tax Credit,,1251.55,1328.55,0,0,0,1251.55,77,0,1328.55,0
1044,Joe RB Noll Street LLC. (noll1),4F-N    ,800,2,Tax Credit,,681.29,961.26,0,0,0,868.26,93,0,961.26,0
1045,Joe RB Noll Street LLC. (noll1),4G-N    ,800,2,Tax Credit,,922.79,1170.34,0,0,0,1077.34,93,0,1170.34,0
1046,Joe RB Noll Street LLC. (noll1),4H-N    ,645,1,Tax Credit,,909,1041.36,0,0,106.05,863.31,72,0,935.31,0
1047,Joe RB Noll Street LLC. (noll1),4J-N    ,998,3,Tax Credit,,1028.97,1371.11,0,0,0,1256.11,115,0,1371.11,0
1048,Joe RB Noll Street LLC. (noll1),4K-N    ,998,3,Tax Credit,,1031.21,1355.66,0,0,0,1240.66,115,0,1355.66,0
1049,Joe RB Noll Street LLC. (noll1),5A-N    ,830,2,Tax Credit,,430.27,590.42,0,0,0,497.42,93,0,590.42,0
1050,Joe RB Noll Street LLC. (noll1),5B-N    ,835,2,Tax Credit,,731.18,947.04,0,0,0,854.04,93,0,947.04,0
1051,Joe RB Noll Street LLC. (noll1),5C-N    ,835,2,Tax Credit,,1130.2,1015.78,0,0,0,922.78,93,0,1015.78,0
1052,Joe RB Noll Street LLC. (noll1),5D-N    ,998,3,Tax Credit,,1010.95,1409.17,0,0,0,1273.17,136,0,1409.17,0
1053,Joe RB Noll Street LLC. (noll1),5E-N    ,998,3,Tax Credit,,1054,1238.99,0,0,586.99,537,115,0,652,0
1054,Joe RB Noll Street LLC. (noll1),5F-N    ,800,2,Tax Credit,,430.26,595.3,0,0,0,502.3,93,0,595.3,0
1055,Joe RB Noll Street LLC. (noll1),5G-N    ,800,2,Tax Credit,,1123,1247.09,0,0,0,1154.09,93,0,1247.09,0
1056,Joe RB Noll Street LLC. (noll1),5H-N    ,645,1,Tax Credit,,809.63,931.46,0,0,0,846.46,85,0,931.46,0
1057,Joe RB Noll Street LLC. (noll1),5J-N    ,998,3,Tax Credit,,1126.77,1328.96,0,0,0,1192.96,136,0,1328.96,0
1058,Joe RB Noll Street LLC. (noll1),5K-N    ,998,3,Tax Credit,,1127.32,1452.14,0,0,0,1316.14,136,0,1452.14,0
1059,Joe RB Noll Street LLC. (noll1),6A-N    ,830,2,Tax Credit,,817.47,986.03,0,0,0,876.03,110,0,986.03,0
1060,Joe RB Noll Street LLC. (noll1),6B-N    ,835,2,Tax Credit,,832.83,946.65,0,0,450.65,403,93,0,496,0
1061,Joe RB Noll Street LLC. (noll1),6C-N    ,835,2,Tax Credit,,691.73,930.11,0,0,0,837.11,93,0,930.11,0
1062,Joe RB Noll Street LLC. (noll1),6D-N    ,998,3,Tax Credit,,1028.96,1383.72,0,0,0,1268.72,115,0,1383.72,0
1063,Joe RB Noll Street LLC. (noll1),6E-N    ,998,3,Tax Credit,,1263,1461.87,0,0,0,1346.87,115,0,1461.87,0
1064,Joe RB Noll Street LLC. (noll1),6F-N    ,800,2,Tax Credit,,1002.89,2274.94,0,0,979.1,1185.84,110,0,1295.84,0
1065,Joe RB Noll Street LLC. (noll1),6G-N    ,800,2,Tax Credit,,838.6,1126.05,0,0,0,1033.05,93,0,1126.05,0
1066,Joe RB Noll Street LLC. (noll1),6H-N    ,645,1,Tax Credit,,692.29,920.65,0,0,0,848.65,72,0,920.65,0
1067,Joe RB Noll Street LLC. (noll1),6J-N    ,998,3,Tax Credit,,929.34,1113.34,0,0,481.34,517,115,0,632,0
1068,Joe RB Noll Street LLC. (noll1),6K-N    ,998,3,Tax Credit,,855.12,1113.33,0,0,0,998.33,115,0,1113.33,0
1069,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-0A   ,585,1,Tax Credit,,606.55,643.95,0,0,0,571.95,72,0,643.95,0
1070,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-0B   ,608,1,Tax Credit,,917.61,954,0,0,0,882,72,0,954,0
1071,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-0C   ,608,1,Tax Credit,,931.38,967.23,0,0,0,895.23,72,0,967.23,0
1072,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-1A   ,596,1,Tax Credit,,777.36,813.8,0,0,0,730.8,83,0,813.8,0
1073,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-1B   ,608,1,Tax Credit,,913.09,987.05,0,0,0,904.05,83,0,987.05,0
1074,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2A   ,585,1,Tax Credit,,596.44,630,0,0,0,558,72,0,630,0
1075,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2B   ,608,1,Tax Credit,,958.74,987.05,0,0,0,904.05,83,0,987.05,0
1076,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2C   ,431,0,Tax Credit,,855.19,912.55,0,0,0,842.55,70,0,912.55,0
1077,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2D   ,550,1,Tax Credit,,1940,3416,0,0,1378,1940,98,0,2038,0
1078,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-2E   ,422,0,Tax Credit,,537.3,587,0,0,0,519,68,0,587,0
1079,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-3A   ,596,1,,,760.3,0,0,0,0,0,72,0,0,0
1080,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-3B   ,608,1,Tax Credit,,922.29,1020.29,0,0,0,922.29,98,0,1020.29,0
1081,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-3C   ,690,1,Tax Credit,,908.66,976.05,0,0,0,904.05,72,0,976.05,0
1082,"Our Lady of Lourdes Apartments, LLC (ourlady)",11-3D   ,530,1,Tax Credit,,1291.9,1389.9,0,0,0,1291.9,98,0,1389.9,0
1083,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-2C ,1034,3,Tax Credit,,1045.68,1095,0,0,0,1000,95,0,1095,0
1084,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-3A ,751,2,Tax Credit,,1108.16,1144,0,0,0,1065,79,0,1144,0
1085,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-3B ,1034,3,Tax Credit,,802.32,870,0,0,0,775,95,0,870,0
1086,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-3C ,1034,3,Tax Credit,,1823.5,1839,0,0,0,1740,99,0,1839,0
1087,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-4A ,751,2,Tax Credit,,1587.5,1587,0,0,0,1511,76,0,1587,0
1088,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-4B ,1025,3,Tax Credit,,1828.09,1835,0,0,0,1740,95,0,1835,0
1089,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-4C ,1025,3,Tax Credit,,1828.09,1837,0,0,1170,570,97,0,667,0
1090,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-5A ,793,2,Tax Credit,,900.67,970.75,0,0,0,891.75,79,0,970.75,0
1091,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-5B ,1050,3,Tax Credit,,1254.6,1319,0,0,120,1104,95,0,1199,0
1092,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-5C ,1025,3,Tax Credit,,1305.26,1319,0,0,0,1224,95,0,1319,0
1093,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-6A ,751,2,,,896.3,896.3,0,0,0,896.3,76,0,0,0
1094,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-6B ,1034,3,Tax Credit,,1285.97,1319,0,0,0,1224,95,0,1319,0
1095,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-6C ,1034,3,Tax Credit,,1273.42,1319,0,0,0,1224,95,0,1319,0
1096,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-7A ,751,2,Tax Credit,,1595.6,1587,0,0,0,1511,76,0,1587,0
1097,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-7B ,1025,3,Tax Credit,,1040.38,1095,0,0,0,1000,95,0,1095,0
1098,"Our Lady of Lourdes Apartments, LLC (ourlady)",1875-7C ,1059,3,Tax Credit,,1267.15,1319,0,0,0,1224,95,0,1319,0
