Name,City,Country,IATA,ICAO,Latitude,Longitude
Fuyun Koktokay Airport,Fuyun,China,FYN,ZWFY,46.804169,89.512006
Achinsk Airport,Achinsk,Russia,ACS,UNKS,56.2682991,90.57080078
Linfen Qiaoli Airport,LINFEN,China,LFQ,ZBLF,36.132629,111.641236
Hinton/Jasper-Hinton Airport,Hinton,Canada,YJP,CEC4,53.31919861,-117.7529984
Watsonville Municipal Airport,Watsonville,United States,WVI,KWVI,36.93569946,-121.7900009
Gelephu Airport,Gelephu,Bhutan,GLU,VQGP,26.88456,90.46412
Hollister Municipal Airport,Hollister,United States,HLI,KCVH,36.8932991,-121.4100037
Williamsburg Jamestown Airport,Williamsburg,United States,\N,KJGG,37.23920059,-76.7161026
Dulkaninna Airport,Dulkaninna,Australia,DLK,YDLK,-29.01329994,138.4810028
William Creek Airport,William Creek,Australia,\N,YWMC,-28.90670013,136.3419952
Kenora Seaplane Base,Kenora,Canada,\N,CJM9,49.767424,-94.49274
Rumbula Air Base,Riga,Latvia,\N,EVRC,56.88330078,24.22669983
Siquijor Airport,Siquijor,Philippines,\N,RPVZ,9.214203223,123.4722519
Opapimiskan Lake Airport,Musselwhite Mine,Canada,YBS,CKM8,52.6067009,-90.37689972
Rizhao Shanzihe Airport,Rizhao,China,RIZ,ZSRZ,35.405033,119.324403
Shaxian Airport,Sanming,China,SQJ,ZSSM,26.4263,117.8336
Taroom Airport,Taroom,Australia,XTO,YTAM,-25.80170059,149.8999939
Gelnhausen Airport,Gelnhausen,Germany,\N,EDFG,50.19722366,9.170000076
Ærø Airport,Aero,Denmark,\N,EKAE,54.85279846,10.45639992
Lauterbach Airport,Lauterbach-Wernges,Germany,\N,EDFT,50.683334,9.410833
Aschaffenburg Airport,Aschaffenburg,Germany,\N,EDFC,49.93888855,9.06388855
Squamish Airport,Squamish,Canada,YSE,CYSE,49.78170013,-123.1620026
Reichelsheim Airport,Reichelsheim,Germany,\N,EDFB,50.3358345,8.878055573
Marburg-Schönstadt Airport,Schoenstadt,Germany,\N,EDFN,50.87444305,8.81499958
Lauenbrück Airport,Lauenbrueck,Germany,\N,EDHU,53.20750046,9.573332787
Hüttenbusch Airport,Huettenbusch,Germany,\N,EDXU,53.28666687,8.947221756
Vrsar Crljenka Airport,Vsar,Croatia,\N,LDPV,45.14170074,13.63059998
Union County Airport,Marysville,United States,\N,KMRT,40.22470093,-83.35160065
La Grande-4 Airport,La Grande-4,Canada,YAH,CYAH,53.75469971,-73.6753006
Alert Bay Airport,Alert Bay,Canada,YAL,CYAL,50.5821991,-126.9160004
Liverpool South Shore Regional Airport,Liverpool,Canada,\N,CYAU,44.2303009,-64.85610199
Nipawin Airport,Nipawin,Canada,\N,CYBU,53.33250046,-104.0080032
Centralia / James T. Field Memorial Aerodrome,Centralia,Canada,YCE,CYCE,43.285599,-81.508301
Blue River Airport,Blue River,Canada,\N,CYCP,52.11669922,-119.2829971
Chetwynd Airport,Chetwynd,Canada,YCQ,CYCQ,55.68719864,-121.6269989
Ross River Airport,Ross River,Canada,XRR,CYDM,61.97060013,-132.4230042
Dolbeau St Felicien Airport,Dolbeau-St-Félicien,Canada,YDO,CYDO,48.7784996,-72.375
Amos/Magny Airport,Amos,Canada,YEY,CYEY,48.563903,-78.249702
Goderich Airport,Goderich,Canada,\N,CYGD,43.76689911,-81.71060181
Hope Airport,Hope,Canada,YHE,CYHE,49.36830139,-121.4980011
Haines Junction Airport,Haines Junction,Canada,YHT,CYHT,60.78919983,-137.5460052
Digby / Annapolis Regional Airport,Digby,Canada,YDG,CYID,44.54584504,-65.78542471
Fort Liard Airport,Fort Liard,Canada,YJF,CYJF,60.2358017,-123.4690018
Key Lake Airport,Key Lake,Canada,YKJ,CYKJ,57.2560997,-105.6179962
Leaf Rapids Airport,Leaf Rapids,Canada,YLR,CYLR,56.51330185,-99.98529816
Matane Airport,Matane,Canada,YME,CYME,48.85689926,-67.45330048
Charlevoix Airport,Charlevoix,Canada,YML,CYML,47.59749985,-70.22389984
Nejanilini Lake Airport,Nejanilini Lake,Canada,\N,CYNN,59.48749924,-97.78029633
Owen Sound / Billy Bishop Regional Airport,Owen Sound,Canada,YOS,CYOS,44.59030151,-80.83750153
Port Hawkesbury Airport,Port Hawkesbury,Canada,YPS,CYPD,45.65670013,-61.36809921
St Thomas Municipal Airport,St Thomas,Canada,YQS,CYQS,42.77000046,-81.1108017
Ottawa / Rockcliffe Airport,Ottawa,Canada,YRO,CYRO,45.46030045,-75.64610291
Ottawa / Carp Airport,Ottawa,Canada,\N,CYRP,45.31919861,-76.02220154
Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,Canada,YSH,CYSH,44.94580078,-75.94059753
St Leonard Airport,St Leonard,Canada,YSL,CYSL,47.15750122,-67.83470154
Virden/R.J. (Bob) Andrew Field Regional Aerodrome,Virden,Canada,\N,CYVD,49.87829971,-100.9179993
Vernon Airport,Vernon,Canada,YVE,CYVK,50.24810028,-119.3310013
Beaver Creek Airport,Beaver Creek,Canada,YXQ,CYXQ,62.41030121,-140.8670044
Shuswap Regional Airport,Salmon Arm,Canada,YSN,CZAM,50.682802,-119.228996
Kelsey Airport,Kelsey,Canada,KES,CZEE,56.03749847,-96.50969696
Pukatawagan Airport,Pukatawagan,Canada,XPK,CZFG,55.74919891,-101.2659988
Grand Forks Airport,Grand Forks,Canada,ZGF,CZGF,49.0155983,-118.4309998
Jenpeg Airport,Jenpeg,Canada,ZJG,CZJG,54.51890182,-98.0460968
Thicket Portage Airport,Thicket Portage,Canada,YTD,CZLQ,55.31890106,-97.70780182
Pikwitonei Airport,Pikwitonei,Canada,PIW,CZMN,55.58890152,-97.16419983
Poplar River Airport,Poplar River,Canada,XPP,CZNG,52.99652588,-97.27419376
Pincher Creek Airport,Pincher Creek,Canada,WPC,CZPC,49.52059937,-113.9970016
Stewart Airport,Stewart,Canada,ZST,CZST,55.93541045,-129.9824345
Ignace Municipal Airport,Ignace,Canada,ZUC,CZUC,49.42969894,-91.71779633
Neubrandenburg Airport,Neubrandenburg,Germany,FNB,EDBN,53.6022,13.306
Airport Bamberg-Breitenau,Bamberg,Germany,\N,EDQA,49.920403,10.914233
Zerbst Airport,Zerbst/Anhalt,Germany,\N,EDUZ,52.000832,12.148611
RAF Spadeadam,Spadeadam,United Kingdom,\N,EGOM,55.04999924,-2.549999952
RAF Kinloss,Kinloss,United Kingdom,FSS,EGQK,57.6493988,-3.560640097
Biała Podlaska Airfield,Biała Podlaska,Poland,BXP,EPBP,52.00078,23.1325278
Cewice Air Base,Lębork,Poland,\N,EPCE,54.416,17.7633
Deblin Military Air Base,Dęblin,Poland,\N,EPDE,51.55139923,21.89360046
Leczyca Military Air Base,Leczyca,Poland,\N,EPLY,52.00469971,19.14559937
Minsk Mazowiecki Military Air Base,,Poland,\N,EPMM,52.19549942,21.65589905
Powidz Military Air Base,,Poland,\N,EPPW,52.379398,17.853901
Tomaszow Mazowiecki Military Air Base,Tomaszów Mazowiecki,Poland,\N,EPTM,51.58440018,20.0977993
Björkvik Air Base,Björkvik,Sweden,\N,ESKX,58.79079819,16.57119942
Ljungbyhed Airport,Ljungbyhed,Sweden,\N,ESTL,56.08280182,13.21249962
Daugavpils Intrenational Airport,Daugavpils,Latvia,DGP,EVDA,55.94472122,26.66500092
Jēkabpils Air Base,Jēkabpils,Latvia,\N,EVKA,56.534698,25.8925
Jūrmala Airport,Tukums,Latvia,\N,EVTA,56.9422,23.2239
Kėdainiai Air Base,Kėdainiai,Lithuania,\N,EYKD,55.31169891,23.95639992
Lime Acres Finsch Mine Airport,Lime Acres,South Africa,LMR,FALC,-28.36009979,23.43910027
Sua Pan Airport,Sowa,Botswana,SXN,FBSN,-20.5534,26.115801
Lusaka City Airport,Lusaka,Zambia,\N,FLLC,-15.41380024,28.33069992
Sumbe Airport,Sumbe,Angola,NDD,FNSU,-11.16790009,13.84749985
Mangochi Airport,Mangochi,Malawi,MAI,FWMG,-14.4829998,35.26699829
Arandis Airport,Arandis,Namibia,ADI,FYAR,-22.46220016,14.97999954
Mariental Airport,Mariental,Namibia,\N,FYML,-24.60540009,17.92539978
Almaza Air Force Base,Cairo,Egypt,\N,HEAZ,30.09180069,31.36000061
Beni Suef Air Base,Beni Suef,Egypt,\N,HEBS,29.20829964,31.01659966
Jiyanklis Air Base,Jiyanklis,Egypt,\N,HEGS,30.81979942,30.19120026
Merowe New Airport,Merowe,Sudan,MWE,HSMN,18.44333333,31.84333333
St Louis Regional Airport,Alton/St Louis,United States,ALN,KALN,38.89030075,-90.04599762
Chandler Field,Alexandria,United States,AXN,KAXN,45.86629868,-95.3946991
Columbus Municipal Airport,Columbus,United States,CLU,KBAK,39.26190186,-85.89630127
Curtis Field,Brady,United States,BBD,KBBD,31.17930031,-99.32389832
Eastern Sierra Regional Airport,Bishop,United States,BIH,KBIH,37.37310028,-118.3639984
Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.83729935,-117.8089981
Miley Memorial Field,Big Piney,United States,BPI,KBPI,42.58509827,-110.1110001
Ozark Regional Airport,Mountain Home,United States,WMH,KBPK,36.3689003,-92.47049713
W K Kellogg Airport,Battle Creek,United States,BTL,KBTL,42.30730057,-85.25150299
Burley Municipal Airport,Burley,United States,BYI,KBYI,42.54259872,-113.7720032
Northeast Iowa Regional Airport,Charles City,United States,CCY,KCCY,43.07260132,-92.6108017
Chanute Martin Johnson Airport,Chanute,United States,CNU,KCNU,37.66880035,-95.48509979
Jacksonville Executive at Craig Airport,Jacksonville,United States,CRG,KCRG,30.3362999,-81.51439667
Crossville Memorial Whitson Field,Crossville,United States,CSV,KCSV,35.95130157,-85.08499908
Davison Army Air Field,Fort Belvoir,United States,DAA,KDAA,38.71500015,-77.18099976
Barstow Daggett Airport,Daggett,United States,DAG,KDAG,34.85369873,-116.7870026
Deming Municipal Airport,Deming,United States,DMN,KDMN,32.26229858,-107.7210007
Desert Rock Airport,Mercury,United States,DRA,KDRA,36.6194,-116.032997
Needles Airport,Needles,United States,EED,KEED,34.7663002,-114.6230011
Duke Field,Crestview,United States,EGI,KEGI,30.65040016,-86.52290344
Murray Field,Eureka,United States,EKA,KEKA,40.80339813,-124.112999
San Marcos Regional Airport,San Marcos,United States,\N,KHYI,29.8927,-97.862999
Sawyer County Airport,Hayward,United States,HYR,KHYR,46.02519989,-91.44429779
Kimble County Airport,Junction,United States,JCT,KJCT,30.51129913,-99.7634964
Monticello Municipal Ellis Field,Monticello,United States,\N,KLLQ,33.6385994,-91.75099945
Derby Field,Lovelock,United States,LOL,KLOL,40.06639862,-118.5650024
Mobridge Municipal Airport,Mobridge,United States,MBG,KMBG,45.54650116,-100.4079971
Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,United States,MCB,KMCB,31.17849922,-90.47190094
Southern Illinois Airport,Carbondale/Murphysboro,United States,MDH,KMDH,37.77809906,-89.2519989
Mc Entire Joint National Guard Base,Eastover,United States,MMT,KMMT,33.92079926,-80.80130005
Brunswick Executive Airport,Brunswick,United States,NHZ,KNHZ,43.89220047,-69.93859863
Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,NRB,KNRB,30.39109993,-81.42469788
Orangeburg Municipal Airport,Orangeburg,United States,OGB,KOGB,33.45679855,-80.85949707
Columbus Municipal Airport,Columbus,United States,\N,KOLU,41.44800186,-97.34259796
Ottumwa Regional Airport,Ottumwa,United States,OTM,KOTM,41.10660172,-92.44789886
Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States,OZR,KOZR,31.27569962,-85.71340179
Ralph Wenz Field,Pinedale,United States,PWY,KPNA,42.79550171,-109.8069992
Dutchess County Airport,Poughkeepsie,United States,POU,KPOU,41.62659836,-73.88420105
New Richmond Regional Airport,New Richmond,United States,\N,KRNH,45.14830017,-92.5381012
Russell Municipal Airport,Russell,United States,RSL,KRSL,38.87210083,-98.8117981
Redwood Falls Municipal Airport,Redwood Falls,United States,RWF,KRWF,44.54719925,-95.08229828
Salinas Municipal Airport,Salinas,United States,SNS,KSNS,36.66279984,-121.6060028
Sonora Municipal Airport,Sonora,United States,\N,KSOA,30.58569908,-100.6490021
Saline County Regional Airport,Benton,United States,\N,KSUZ,34.59059906,-92.47940063
Tonopah Airport,Tonopah,United States,TPH,KTPH,38.06019974,-117.086998
Aurora State Airport,Aurora,United States,\N,KUAO,45.24710083,-122.7699966
Ukiah Municipal Airport,Ukiah,United States,UKI,KUKI,39.12599945,-123.2009964
University Oxford Airport,Oxford,United States,UOX,KUOX,34.38430023,-89.53679657
Huntsville Regional Airport,Huntsville,United States,HTV,KUTS,30.74690056,-95.58719635
Miller Field,Valentine,United States,VTN,KVTN,42.85779953,-100.5479965
Winnemucca Municipal Airport,Winnemucca,United States,WMC,KWMC,40.89659882,-117.8059998
West Woodward Airport,Woodward,United States,WWR,KWWR,36.438,-99.5226667
Cape Canaveral AFS Skid Strip,Cocoa Beach,United States,\N,KXMR,28.46759987,-80.56659698
Homey (Area 51) Airport,Groom Lake,United States,\N,KXTA,37.23500061,-115.810997
Zanesville Municipal Airport,Zanesville,United States,ZZV,KZZV,39.94440079,-81.89209747
Gjadër Air Base,Gjadër,Albania,\N,LAGJ,41.895199,19.5987
Kukës Airport,Kukës,Albania,\N,LAKU,42.03369904,20.41589928
Kuçovë Air Base,Kuçovë,Albania,\N,LAKV,40.77190018,19.90189934
Vlorë Air Base,Vlorë,Albania,\N,LAVL,40.47610092,19.4741993
Haskovo Malevo Airport,Haskovo,Bulgaria,\N,LBHS,41.976398,25.5898
Gabrovnitsa Air Base,Gabrovnitsa,Bulgaria,\N,LBMG,43.54430008,23.27249908
Graf Ignatievo Air Base,Graf Ignatievo,Bulgaria,\N,LBPG,42.29040146,24.7140007
Dolna Mitropoliya Air Base,Dolna Mitropoliya,Bulgaria,\N,LBPL,43.451401,24.5028
Balchik Air Base,Balchik,Bulgaria,\N,LBWB,43.42380142,28.18129921
Cuatro Vientos Airport,Madrid,Spain,ECV,LECU,40.370701,-3.78514
Castellón-Costa Azahar Airport,Castellón de la Plana,Spain,CDT,LEDS,40.213889,0.073333
Teruel Airport,Teruel,Spain,TEV,LETL,40.403,-1.2183
Blois-Le Breuil Airport,Blois/Le Breuil,France,\N,LFOQ,47.678502,1.20884
Trento-Mattarello Airport,Trento (TN),Italy,\N,LIDT,46.0214,11.1242
Alessandria Airport,Alessandria,Italy,\N,LILA,44.925201,8.62513
Biella-Cerrione Airport,Biella (BI),Italy,\N,LILE,45.4953,8.10278
Vercelli Airport,Vercelli,Italy,\N,LILI,45.310233,8.417935
Casale Monferrato Airport,Casale Monferrato,Italy,\N,LILM,45.111198,8.45603
Varese-Venegono Airport,Varese,Italy,\N,LILN,45.742199,8.888233
Novi Ligure Airport,Novi Ligure,Italy,\N,LIMR,44.779999,8.78639
Sarzana-Luni Air Base,Sarzana (SP),Italy,QLP,LIQW,44.088001,9.98795
Câmpia Turzii Air Base,Câmpia Turzii,Romania,\N,LRCT,46.50230026,23.8859005
Mărculeşti International Airport,Mărculeşti,Moldova,\N,LUBM,47.86270142,28.21279907
Cahul International Airport,Cahul,Moldova,\N,LUCH,45.84379959,28.26370049
Tiraspol Airport,Tiraspol,Moldova,\N,LUTR,46.86809921,29.59059906
Batajnica Air Base,Batajnica,Serbia,BJY,LYBT,44.935299,20.2575
Rubelsanto Airport,Rubelsanto,Guatemala,RUV,MGRB,15.99199963,-90.44529724
Coronel Enrique Soto Cano Air Base,Comayagua,Honduras,XPL,MHSC,14.3824,-87.621201
Upala Airport,Upala,Costa Rica,UPL,MRUP,10.8922,-85.016197
San Nicolas De Bari Airport,San Nicolás,Cuba,QSN,MUNB,22.7560997,-81.92089844
San Julian Air Base,Pinar Del Rio,Cuba,SNJ,MUSJ,22.09530067,-84.15200043
King Salman Abdulaziz Airport,,Saudi Arabia,DWD,OEDM,24.4499,44.121201
King Khaled Air Base,,Saudi Arabia,KMX,OEKM,18.29730034,42.80350113
Riyadh Air Base,Riyadh,Saudi Arabia,XXN,OERY,24.70980072,46.72520065
Jam Airport,Kangan,Iran,KNR,OIBJ,27.82049942,52.35219955
Hamadan Air Base,Hamadan,Iran,\N,OIHS,35.21160126,48.65340042
Payam International Airport,Karaj,Iran,PYK,OIIP,35.77610016,50.8266983
Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,Kuwait,XIJ,OKAJ,28.93479919,47.79190063
Rayak Air Base,Rayak,Lebanon,\N,OLRA,33.85079956,35.98770142
Mirpur Khas Air Base,Mirpur Khas,Pakistan,\N,OPMK,25.682501,69.0728
Minhas Air Base,Kamra,Pakistan,ATG,OPMS,33.86909866,72.40090179
Rafiqui Air Base,Shorkot,Pakistan,\N,OPRQ,30.75810051,72.28250122
Faisal Air Base,Karachi,Pakistan,\N,OPSF,24.87420082,67.11849976
Mushaf Air Base,Sargodha,Pakistan,SGI,OPSR,32.04859924,72.66500092
Qayyarah West Airport,Qayyarah,Iraq,RQW,ORQW,35.76720047,43.12509918
Al Sahra Army Air Field,Tikrit,Iraq,\N,ORSH,34.6731987,43.54299927
Tall Afar Army Air Field,Tall Afar,Iraq,\N,ORTF,36.28310013,42.40299988
Al Taji Army Air Field,Taji,Iraq,\N,ORTI,33.52389908,44.25669861
Ubaydah Bin Al Jarrah Airport,Al Cut,Iraq,\N,ORUB,32.48199844,45.75709915
Nenana Municipal Airport,Nenana,United States,ENN,PANN,64.54730225,-149.0740051
Wasilla Airport,Wasilla,United States,WWA,PAWS,61.57170105,-149.5399933
Gangshan Air Force Base,Gangshan,Taiwan,\N,RCAY,22.78249931,120.2630005
Asahikawa Airfield,,Japan,\N,RJCA,43.794734,142.365432
Iwakuni Marine Corps Air Station,Iwakuni,Japan,IWK,RJOI,34.143902,132.235992
Utsunomiya Airport,,Japan,\N,RJTU,36.5145,139.87101
Jungwon Air Base/Chungju Airport,,South Korea,\N,RKTI,37.03024,127.886353
Ie Jima Airport,Ie,Japan,IEJ,RORE,26.72200012,127.7850037
Allah Valley Airport,Surallah,Philippines,AAV,RPMA,6.366819859,124.7509995
Bislig Airport,,Philippines,BPH,RPMF,8.195949554,126.3219986
Mati National Airport,,Philippines,MXI,RPMQ,6.949091,126.27368
Presidente Néstor Kirchner Regionsl Airport,Villa Maria,Argentina,\N,SAOV,-32.3201,-63.22663
Chafei Amsei Airport,Barretos,Brazil,BAT,SBBT,-20.58449936,-48.59410095
Base de Aviação de Taubaté Airport,Taubaté,Brazil,QHP,SBTA,-23.0401001,-45.51599884
Barriles Airport,Tocopilla,Chile,TOQ,SCBE,-22.14109993,-70.06289673
Schroeder's field,Cochrane,Chile,\N,SCHR,35.071718,-91.738801
Chañaral Airport,Chañaral,Chile,CNR,SCRA,-26.33250046,-70.6072998
Panguilemo Airport,Talca,Chile,TLX,SCTL,-35.37779999,-71.60169983
Victoria Airport,Victoria,Chile,ZIC,SCTO,-38.24560165,-72.34860229
Las Breas Airport,Taltal,Chile,TTC,SCTT,-25.56430054,-70.37590027
Gomez Nino Apiay Air Base,Apiay,Colombia,API,SKAP,4.07607,-73.5627
Coveñas Airport,Coveñas,Colombia,CVE,SKCV,9.40092,-75.6913
German Olano Air Base,La Dorada,Colombia,PAL,SKPQ,5.48361,-74.6574
Paz De Ariporo Airport,Paz De Ariporo,Colombia,PZA,SKPZ,5.87615,-71.8866
Tunja Airport,Tunja,Colombia,\N,SKTJ,5.54138,-73.3445
Tres Esquinas Air Base,Tres Esquinas,Colombia,TQS,SKTQ,0.7459,-75.234
Marandúa Air Base,Marandúa,Colombia,\N,SKUA,5.52448,-68.6856
Juan Simons Vela Airport,Rioja,Peru,RIJ,SPJA,-6.067860126,-77.16000366
Shumba Airport,Jaén,Peru,JAE,SPJE,-5.59248,-78.774002
Metropolitano Airport,,Venezuela,\N,SVMP,10.13316917,-66.78782654
Issyk-Kul International Airport,Tamchy,Kyrgyzstan,IKU,UAFL,42.58792,76.713046
Kant Air Base,Kant,Kyrgyzstan,\N,UAFW,42.85319901,74.84649658
Ayaguz Airport,Ayaguz,Kazakhstan,\N,UASA,47.91859818,80.45279694
Chelkar Airport,Chelkar,Kazakhstan,\N,UATR,47.90499878,59.61999893
Kyzyl-Syr Airport,Kyzyl-Syr,Russia,\N,UENK,63.88499832,122.7770004
Vilyuisk Airport,Vilyuisk,Russia,VYI,UENW,63.75666809,121.6933365
Belaya Gora Airport,,Russia,BGN,UESG,68.556602,146.231506
Dzhermuk Airport,Dzhermuk,Armenia,\N,UGEJ,39.82400131,45.67399979
Kamenny Ruchey Naval Air Base,Sovetskaya Gavan,Russia,\N,UHKG,49.23570251,140.1931
Maygatka Airport.,Sovetskaya Gavan,Russia,GVN,UHKM,48.92699814,140.0339966
Omsukchan Airport,Omsukchan,Russia,\N,UHMF,62.45700073,155.7449951
Chaybukha Airport,Chaybukha,Russia,\N,UHMG,61.83499908,160.5480042
Keperveem Airport,Keperveem,Russia,\N,UHMK,67.84500122,166.1399994
Magadan-13 Airport,Magadan,Russia,\N,UHMT,59.62329865,150.9219971
Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Russia,NLI,UHNN,53.154999,140.649994
Palana Airport,Palana,Russia,\N,UHPL,59.08169937,159.8880005
Zheleznogorsk Airport,Zheleznogorsk-Ilimsky,Russia,\N,UIBV,56.48770142,104.1060028
Gvardeyskoe Air Base,Sarabuz,Ukraine,\N,UKFG,45.11500168,33.97700119
Saki Air Base,Saki,Ukraine,\N,UKFI,45.0929985,33.59500122
Dzhankoy Airport,Dzhankoy,Ukraine,\N,UKFY,45.70090103,34.41889954
Ozerne Air Base,Zhytomyr,Ukraine,\N,UKKO,50.158298,28.7383
Severomorsk-1 Naval Air Base,Severomorsk,Russia,\N,ULAK,69.03166962,33.41833115
Pushkin Airport,St. Petersburg,Russia,\N,ULLP,59.685001,30.338301
Siversky Air Base,Siversky,Russia,\N,ULLS,59.3567009,30.0366993
Staraya Russa Air Base,Staraya Russa,Russia,\N,ULNR,57.961399,31.384399
Peski Airport,Petrozavodsk,Russia,\N,ULPP,61.83194351,34.29555511
Baranavichi Air Base,Baranavichi,Belarus,\N,UMMA,53.09999847,26.04999924
Babruisk Air Base,Babruisk,Belarus,\N,UMNB,53.105,29.205
Severo-Eniseysk Airport,Severo-Eniseysk,Russia,\N,UNIS,60.37329865,93.01170349
Sharypovo Airport,Sharypovo,Russia,\N,UNKO,55.45491409,89.17388153
Omsk Severny Airport,Omsk,Russia,\N,UNOS,54.97499847,73.55500031
Nagurskoye,Murmansk,Russia,\N,UODN,80.803207,47.663586
Svetlogorsk Airport,Svetlogorsk,Russia,\N,UOIG,66.83999634,88.40333557
Valek Airport,Valek,Russia,\N,UOOW,69.39690399,88.35368347
Khanskaya Air Base,Maykop,Russia,\N,URKH,44.68,40.035
Dudinka Airport,Dudinka,Russia,\N,UROD,69.375,86.15666962
Volgodonsk Airport,,Russia,VLK,URRY,47.68209839,42.07279968
Tashkent East Airport,Tashkent,Uzbekistan,\N,UTTP,41.31269836,69.3914032
Myachkovo Airport,Moscow,Russia,\N,UUBM,55.56000137,37.98500061
Tretyakovo Airport,Lukhovitsy,Russia,\N,UUMT,54.90499878,39.02666855
Yermolino Airport,Balabanovo,Russia,\N,UUWE,55.22833252,36.60833359
Inta Airport,Inta,Russia,INA,UUYI,66.05483246,60.11032104
Izhma Airport,Izhma,Russia,\N,UUYV,65.03170013,53.97000122
Borisoglebskoye Airport,Kazan,Russia,\N,UWKG,55.86669922,49.13330078
Zhigansk Airport,Zhigansk,Russia,ZIX,UWKV,66.79650116,123.3610001
Maksimovka Airport,Ufa,Russia,\N,UWUM,54.83000183,56.16830063
Buguruslan Severny Airport,Buguruslan,Russia,\N,UWWB,53.71839905,52.37189865
Bezymyanka Airfield,Samara,Russia,\N,UWWG,53.22000122,50.32500076
Ratnagiri Airport,,India,RTC,VARG,17.013599,73.327797
Hingurakgoda Air Force Base,Polonnaruwa Town,Sri Lanka,HIM,VCCH,8.04981,80.9814
Kazi Nazrul Islam Airport,Durgapur,India,RDP,VEDG,23.6225,87.243
Ambala Air Force Station,,India,\N,VIAM,30.36809921,76.8167038
Sirsa Air Force Station,,India,\N,VISA,29.56060028,75.00610352
Udhampur Air Force Station,,India,\N,VIUX,32.90219879,75.15619659
Sri Sathya Sai Airport,Puttaparthi,India,PUT,VOPN,14.14929962,77.79109955
Meiktila Air Base,Meiktila,Burma,\N,VYML,20.88640022,95.89279175
Changi Air Base (East),Singapore,Singapore,\N,WSAC,1.344140053,104.0090027
Soltsy-2 Air Base,Soltsy,Russia,\N,XLLL,58.139545,30.33042
Severomorsk-3 Naval Air Base,Severomorsk,Russia,\N,XLMV,68.866669,33.716667
Fedotovo Naval Air Base,Kipelovo,Russia,\N,XLWF,59.193031,39.129411
Lebyazhye Air Base,Kamyshin,Russia,\N,XRWL,50.2016983,45.20830154
Smolensk North Airport,Smolensk,Russia,LNX,XUBS,54.824,32.025
Rtishchevo Air Base,Rtishchevo,Russia,\N,XWPR,52.297317,43.7241
Alpha Airport,Alpha,Australia,ABH,YAPH,-23.646099,146.584
Ararat Airport,,Australia,ARY,YARA,-37.30939865,142.9889984
Benalla Airport,,Australia,BLN,YBLA,-36.55189896,146.0070038
Balranald Airport,,Australia,BZD,YBRN,-34.62360001,143.5780029
Brewarrina Airport,,Australia,BWQ,YBRW,-29.97389984,146.8170013
Cleve Airport,,Australia,CVC,YCEE,-33.70970154,136.5050049
Corowa Airport,,Australia,CWW,YCOR,-35.99470139,146.3569946
Corryong Airport,,Australia,CYG,YCRG,-36.18280029,147.8880005
Cootamundra Airport,,Australia,CMD,YCTM,-34.62390137,148.0279999
Dirranbandi Airport,,Australia,DRN,YDBI,-28.5916996,148.2169952
Deniliquin Airport,Deniliquin,Australia,DNQ,YDLQ,-35.55939865,144.9459991
Dysart Airport,,Australia,DYA,YDYS,-22.62220001,148.3639984
Echuca Airport,,Australia,ECH,YECH,-36.15719986,144.7619934
Forbes Airport,Forbes,Australia,FRB,YFBS,-33.363602,147.934998
Gunnedah Airport,,Australia,GUH,YGDH,-30.96109962,150.2510071
Hay Airport,,Australia,HXX,YHAY,-34.53139877,144.8300018
Hopetoun Airport,,Australia,HTU,YHPN,-35.71530151,142.3600006
Kerang Airport,,Australia,KRA,YKER,-35.75139999,143.9389954
Kempsey Airport,,Australia,KPS,YKMP,-31.07439995,152.7700043
Kingaroy Airport,,Australia,KGY,YKRY,-26.5807991,151.8410034
Latrobe Valley Airport,Morwell,Australia,TGN,YLTV,-38.207199,146.470001
Mareeba Airport,,Australia,MRG,YMBA,-17.06920052,145.4190063
Ngukurr Airport,,Australia,RPM,YNGU,-14.72280025,134.746994
Narromine Airport,,Australia,QRM,YNRM,-32.21469879,148.2250061
Port Pirie Airport,,Australia,PPI,YPIR,-33.23889923,137.9949951
Smithton Airport,,Australia,SIO,YSMI,-40.83499908,145.0839996
Snake Bay Airport,,Australia,SNB,YSNB,-11.42280006,130.654007
Stawell Airport,,Australia,SWC,YSWL,-37.07170105,142.7409973
Tibooburra Airport,,Australia,TYB,YTIB,-29.4510994,142.0579987
Tumut Airport,,Australia,TUM,YTMU,-35.26279831,148.2409973
Wangaratta Airport,,Australia,WGT,YWGT,-36.41579819,146.3070068
Warracknabeal Airport,,Australia,WKB,YWKB,-36.32109833,142.4190063
Warren Airport,,Australia,QRR,YWRN,-31.73329926,147.8029938
West Sale Airport,Sale,Australia,SXE,YWSL,-38.090827,146.965335
West Wyalong Airport,West Wyalong,Australia,WWY,YWWL,-33.93719864,147.1909943
Young Airport,,Australia,NGA,YYNG,-34.25559998,148.2480011
Guangzhou MR Air Base,Guanghua,China,LHK,ZHGH,32.38940048,111.6949997
